FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.213208821,0.000000000,0.000000000,0.000000000
0.213996400,0.000000000,0.000000000,0.000000000
0.214783978,0.000000000,0.000000000,0.000000000
0.215571557,0.000000000,0.000000000,0.000000000
0.216359136,0.000000000,0.000000000,0.000000000
0.217146715,0.000000000,0.000000000,0.000000000
0.217934293,0.000000000,0.000000000,0.000000000
0.218721872,0.000000000,0.000000000,0.000000000
0.219509451,0.000000000,0.000000000,0.000000000
0.220297030,0.000000000,0.000000000,0.000000000
0.221084608,0.000000000,0.000000000,0.000000000
0.221872187,0.000000000,0.000000000,0.000000000
0.222659766,0.000000000,0.000000000,0.000000000
0.223447345,0.000000000,0.000000000,0.000000000
0.224234923,0.000000000,0.000000000,0.000000000
0.225022502,0.000000000,0.000000000,0.000000000
0.225810081,0.000000000,0.000000000,0.000000000
0.226597660,0.000000000,0.000000000,0.000000000
0.227385239,0.000000000,0.000000000,0.000000000
0.228172817,0.000000000,0.000000000,0.000000000
0.228960396,0.000000000,0.000000000,0.000000000
0.229747975,0.000000000,0.000000000,0.000000000
0.230535554,0.000000000,0.000000000,0.000000000
0.231323132,0.000000000,0.000000000,0.000000000
0.232110711,0.000000000,0.000000000,0.000000000
0.232898290,0.000000000,0.000000000,0.000000000
0.233685869,0.000000000,0.000000000,0.000000000
0.234473447,0.000000000,0.000000000,0.000000000
0.235261026,0.000000000,0.000000000,0.000000000
0.236048605,0.000000000,0.000000000,0.000000000
0.236836184,0.000000000,0.000000000,0.000000000
0.237623762,0.000000000,0.000000000,0.000000000
0.238411341,0.000000000,0.000000000,0.000000000
0.239198920,0.000000000,0.000000000,0.000000000
0.239986499,0.000000000,0.000000000,0.000000000
0.240774077,0.000000000,0.000000000,0.000000000
0.241561656,0.000000000,0.000000000,0.000000000
0.242349235,0.000000000,0.000000000,0.000000000
0.243136814,0.000000000,0.000000000,0.000000000
0.243924392,0.000000000,0.000000000,0.000000000
0.244711971,0.000000000,0.000000000,0.000000000
0.245499550,0.000000000,0.000000000,0.000000000
0.246287129,0.000000000,0.000000000,0.000000000
0.247074707,0.000000000,0.000000000,0.000000000
0.247862286,0.000000000,0.000000000,0.000000000
0.248649865,0.000000000,0.000000000,0.000000000
0.249437444,0.000000000,0.000000000,0.000000000
0.250225023,0.000000000,0.000000000,0.000000000
0.251012601,0.000000000,0.000000000,0.000000000
0.251800180,0.000000000,0.000000000,0.000000000
0.252587759,0.000000000,0.000000000,0.000000000
0.253375338,0.000000000,0.000000000,0.000000000
0.254162916,0.000000000,0.000000000,0.000000000
0.254950495,0.000000000,0.000000000,0.000000000
0.255738074,0.000000000,0.000000000,0.000000000
0.256525653,0.000000000,0.000000000,0.000000000
0.257313231,0.000000000,0.000000000,0.000000000
0.258100810,0.000000000,0.000000000,0.000000000
0.258888389,0.000000000,0.000000000,0.000000000
0.259675968,0.000000000,0.000000000,0.000000000
0.260463546,0.000000000,0.000000000,0.000000000
0.261251125,0.000000000,0.000000000,0.000000000
0.262038704,0.000000000,0.000000000,0.000000000
0.262826283,0.000000000,0.000000000,0.000000000
0.263613861,0.000000000,0.000000000,0.000000000
0.264401440,0.000000000,0.000000000,0.000000000
0.265189019,0.000000000,0.000000000,0.000000000
0.265976598,0.000000000,0.000000000,0.000000000
0.266764176,0.000000000,0.000000000,0.000000000
0.267551755,0.000000000,0.000000000,0.000000000
0.268339334,0.000000000,0.000000000,0.000000000
0.269126913,0.000000000,0.000000000,0.000000000
0.269914491,0.000000000,0.000000000,0.000000000
0.270702070,0.000000000,0.000000000,0.000000000
0.271489649,0.000000000,0.000000000,0.000000000
0.272277228,0.000000000,0.000000000,0.000000000
0.273064806,0.000000000,0.000000000,0.000000000
0.273852385,0.000000000,0.000000000,0.000000000
0.274639964,0.000000000,0.000000000,0.000000000
0.275427543,0.000000000,0.000000000,0.000000000
0.276215122,0.000000000,0.000000000,0.000000000
0.277002700,0.000000000,0.000000000,0.000000000
0.277790279,0.000000000,0.000000000,0.000000000
0.278577858,0.000000000,0.000000000,0.000000000
0.279365437,0.000000000,0.000000000,0.000000000
0.280153015,0.000000000,0.000000000,0.000000000
0.280940594,0.000000000,0.000000000,0.000000000
0.281728173,0.000000000,0.000000000,0.000000000
0.282515752,0.000000000,0.000000000,0.000000000
0.283303330,0.000000000,0.000000000,0.000000000
0.284090909,0.000000000,0.000000000,0.000000000
0.284878488,0.000000000,0.000000000,0.000000000
0.285666067,0.000000000,0.000000000,0.000000000
0.286453645,0.000000000,0.000000000,0.000000000
0.287241224,0.000000000,0.000000000,0.000000000
0.288028803,0.000000000,0.000000000,0.000000000
0.288816382,0.000000000,0.000000000,0.000000000
0.289603960,0.000000000,0.000000000,0.000000000
0.290391539,0.000000000,0.000000000,0.000000000
0.291179118,0.000000000,0.000000000,0.000000000
0.291966697,0.000000000,0.000000000,0.000000000
0.292754275,0.000008333,0.000000000,0.000000000
0.293541854,0.000008333,0.000000000,0.000000000
0.294329433,0.000008333,0.000000000,0.000000000
0.295117012,0.000008333,0.000000000,0.000000000
0.295904590,0.000008333,0.000000000,0.000000000
0.296692169,0.000008333,0.000000000,0.000000000
0.297479748,0.000008333,0.000000000,0.000000000
0.298267327,0.000008333,0.000000000,0.000000000
0.299054905,0.000008333,0.000000000,0.000000000
0.299842484,0.000008333,0.000000000,0.000000000
0.300630063,0.000008333,0.000000000,0.000000000
0.301417642,0.000008333,0.000000000,0.000000000
0.302205221,0.000008333,0.000000000,0.000000000
0.302992799,0.000008333,0.000000000,0.000000000
0.303780378,0.000008333,0.000000000,0.000000000
0.304567957,0.000008333,0.000000000,0.000000000
0.305355536,0.000008333,0.000000000,0.000000000
0.306143114,0.000008333,0.000000000,0.000000000
0.306930693,0.000008333,0.000000000,0.000000000
0.307718272,0.000008333,0.000000000,0.000000000
0.308505851,0.000008333,0.000000000,0.000000000
0.309293429,0.000008333,0.000000000,0.000000000
0.310081008,0.000008333,0.000000000,0.000000000
0.310868587,0.000008333,0.000000000,0.000000000
0.311656166,0.000008333,0.000000000,0.000000000
0.312443744,0.000008333,0.000000000,0.000000000
0.313231323,0.000008333,0.000000000,0.000000000
0.314018902,0.000008333,0.000000000,0.000000000
0.314806481,0.000008333,0.000000000,0.000000000
0.315594059,0.000008333,0.000000000,0.000000000
0.316381638,0.000008333,0.000000000,0.000000000
0.317169217,0.000008333,0.000000000,0.000000000
0.317956796,0.000008333,0.000000000,0.000000000
0.318744374,0.000008333,0.000000000,0.000000000
0.319531953,0.000008333,0.000000000,0.000000000
0.320319532,0.000008333,0.000000000,0.000000000
0.321107111,0.000008333,0.000000000,0.000000000
0.321894689,0.000008333,0.000000000,0.000000000
0.322682268,0.000008333,0.000000000,0.000000000
0.323469847,0.000008333,0.000000000,0.000000000
0.324257426,0.000008333,0.000000000,0.000000000
0.325045005,0.000008333,0.000000000,0.000000000
0.325832583,0.000008333,0.000000000,0.000000000
0.326620162,0.000008333,0.000000000,0.000000000
0.327407741,0.000008333,0.000000000,0.000000000
0.328195320,0.000008333,0.000000000,0.000000000
0.328982898,0.000008333,0.000000000,0.000000000
0.329770477,0.000008333,0.000000000,0.000000000
0.330558056,0.000008333,0.000000000,0.000000000
0.331345635,0.000008333,0.000000000,0.000000000
0.332133213,0.000008333,0.000000000,0.000000000
0.332920792,0.000008333,0.000000000,0.000000000
0.333708371,0.000008333,0.000000000,0.000000000
0.334495950,0.000008333,0.000000000,0.000000000
0.335283528,0.000008333,0.000000000,0.000000000
0.336071107,0.000008333,0.000000000,0.000000000
0.336858686,0.000008333,0.000000000,0.000000000
0.337646265,0.000008333,0.000000000,0.000000000
0.338433843,0.000008333,0.000000000,0.000000000
0.339221422,0.000008333,0.000000000,0.000000000
0.340009001,0.000008333,0.000000000,0.000000000
0.340796580,0.000008333,0.000000000,0.000000000
0.341584158,0.000008333,0.000000000,0.000000000
0.342371737,0.000008333,0.000000000,0.000000000
0.343159316,0.000008333,0.000000000,0.000000000
0.343946895,0.000008333,0.000000000,0.000000000
0.344734473,0.000008333,0.000000000,0.000000000
0.345522052,0.000008333,0.000000000,0.000000000
0.346309631,0.000008333,0.000000000,0.000000000
0.347097210,0.000008333,0.000000000,0.000000000
0.347884788,0.000008333,0.000000000,0.000000000
0.348672367,0.000008333,0.000000000,0.000000000
0.349459946,0.000008333,0.000000000,0.000000000
0.350247525,0.000008333,0.000000000,0.000000000
0.351035104,0.000008333,0.000000000,0.000000000
0.351822682,0.000008333,0.000000000,0.000000000
0.352610261,0.000008333,0.000000000,0.000000000
0.353397840,0.000008333,0.000000000,0.000000000
0.354185419,0.000008333,0.000000000,0.000000000
0.354972997,0.000008333,0.000000000,0.000000000
0.355760576,0.000008333,0.000000000,0.000000000
0.356548155,0.000008333,0.000000000,0.000000000
0.357335734,0.000008333,0.000000000,0.000000000
0.358123312,0.000008333,0.000000000,0.000000000
0.358910891,0.000008333,0.000000000,0.000000000
0.359698470,0.000008333,0.000000000,0.000000000
0.360486049,0.000008333,0.000000000,0.000000000
0.361273627,0.000008333,0.000000000,0.000000000
0.362061206,0.000008333,0.000000000,0.000000000
0.362848785,0.000008333,0.000000000,0.000000000
0.363636364,0.000008333,0.000000000,0.000000000
0.364423942,0.000008333,0.000000000,0.000000000
0.365211521,0.000008333,0.000000000,0.000000000
0.365999100,0.000008333,0.000000000,0.000000000
0.366786679,0.000008333,0.000000000,0.000000000
0.367574257,0.000008333,0.000000000,0.000000000
0.368361836,0.000008333,0.000000000,0.000000000
0.369149415,0.000008333,0.000000000,0.000000000
0.369936994,0.000008333,0.000000000,0.000000000
0.370724572,0.000008333,0.000000000,0.000000000
0.371512151,0.000015326,0.000000000,0.000000000
0.372299730,0.000015326,0.000000000,0.000000000
0.373087309,0.000015326,0.000000000,0.000000000
0.373874887,0.000015326,0.000000000,0.000000000
0.374662466,0.000015326,0.000000000,0.000000000
0.375450045,0.000015326,0.000000000,0.000000000
0.376237624,0.000015326,0.000000000,0.000000000
0.377025203,0.000015326,0.000000000,0.000000000
0.377812781,0.000015326,0.000000000,0.000000000
0.378600360,0.000015326,0.000000000,0.000000000
0.379387939,0.000015326,0.000000000,0.000000000
0.380175518,0.000015326,0.000000000,0.000000000
0.380963096,0.000015326,0.000000000,0.000000000
0.381750675,0.000015326,0.000000000,0.000000000
0.382538254,0.000015326,0.000000000,0.000000000
0.383325833,0.000015326,0.000000000,0.000000000
0.384113411,0.000015326,0.000000000,0.000000000
0.384900990,0.000015326,0.000000000,0.000000000
0.385688569,0.000015326,0.000000000,0.000000000
0.386476148,0.000015326,0.000000000,0.000000000
0.387263726,0.000015326,0.000000000,0.000000000
0.388051305,0.000015326,0.000000000,0.000000000
0.388838884,0.000015326,0.000000000,0.000000000
0.389626463,0.000015326,0.000000000,0.000000000
0.390414041,0.000015326,0.000000000,0.000000000
0.391201620,0.000015326,0.000000000,0.000000000
0.391989199,0.000015326,0.000000000,0.000000000
0.392776778,0.000015326,0.000000000,0.000000000
0.393564356,0.000015326,0.000000000,0.000000000
0.394351935,0.000015326,0.000000000,0.000000000
0.395139514,0.000015326,0.000000000,0.000000000
0.395927093,0.000015326,0.000000000,0.000000000
0.396714671,0.000015326,0.000000000,0.000000000
0.397502250,0.000015326,0.000000000,0.000000000
0.398289829,0.000015326,0.000000000,0.000000000
0.399077408,0.000015326,0.000000000,0.000000000
0.399864986,0.000015326,0.000000000,0.000000000
0.400652565,0.000015326,0.000000000,0.000000000
0.401440144,0.000015326,0.000000000,0.000000000
0.402227723,0.000015326,0.000000000,0.000000000
0.403015302,0.000015326,0.000000000,0.000000000
0.403802880,0.000015326,0.000000000,0.000000000
0.404590459,0.000022319,0.000000000,0.000000000
0.405378038,0.000022319,0.000000000,0.000000000
0.406165617,0.000022319,0.000000000,0.000000000
0.406953195,0.000022319,0.000000000,0.000000000
0.407740774,0.000022319,0.000000000,0.000000000
0.408528353,0.000022319,0.000000000,0.000000000
0.409315932,0.000022319,0.000000000,0.000000000
0.410103510,0.000022319,0.000000000,0.000000000
0.410891089,0.000022319,0.000000000,0.000000000
0.411678668,0.000022319,0.000000000,0.000000000
0.412466247,0.000022319,0.000000000,0.000000000
0.413253825,0.000022319,0.000000000,0.000000000
0.414041404,0.000022319,0.000000000,0.000000000
0.414828983,0.000022319,0.000000000,0.000000000
0.415616562,0.000022319,0.000000000,0.000000000
0.416404140,0.000045182,0.000000000,0.000000000
0.417191719,0.000045182,0.000000000,0.000000000
0.417979298,0.000045182,0.000000000,0.000000000
0.418766877,0.000045182,0.000000000,0.000000000
0.419554455,0.000045182,0.000000000,0.000000000
0.420342034,0.000045182,0.000000000,0.000000000
0.421129613,0.000045182,0.000000000,0.000000000
0.421917192,0.000045182,0.000000000,0.000000000
0.422704770,0.000045182,0.000000000,0.000000000
0.423492349,0.000045182,0.000000000,0.000000000
0.424279928,0.000045182,0.000000000,0.000000000
0.425067507,0.000045182,0.000000000,0.000000000
0.425855086,0.000045182,0.000000000,0.000000000
0.426642664,0.000045182,0.000000000,0.000000000
0.427430243,0.000061849,0.000000000,0.000000000
0.428217822,0.000061849,0.000000000,0.000000000
0.429005401,0.000061849,0.000000000,0.000000000
0.429792979,0.000061849,0.000000000,0.000000000
0.430580558,0.000061849,0.000000000,0.000000000
0.431368137,0.000061849,0.000000000,0.000000000
0.432155716,0.000061849,0.000000000,0.000000000
0.432943294,0.000061849,0.000000000,0.000000000
0.433730873,0.000061849,0.000000000,0.000000000
0.434518452,0.000061849,0.000000000,0.000000000
0.435306031,0.000061849,0.000000000,0.000000000
0.436093609,0.000061849,0.000000000,0.000000000
0.436881188,0.000061849,0.000000000,0.000000000
0.437668767,0.000061849,0.000000000,0.000000000
0.438456346,0.000061849,0.000000000,0.000000000
0.439243924,0.000061849,0.000000000,0.000000000
0.440031503,0.000061849,0.000000000,0.000000000
0.440819082,0.000061849,0.000000000,0.000000000
0.441606661,0.000061849,0.000000000,0.000000000
0.442394239,0.000061849,0.000000000,0.000000000
0.443181818,0.000061849,0.000000000,0.000000000
0.443969397,0.000061849,0.000000000,0.000000000
0.444756976,0.000061849,0.000000000,0.000000000
0.445544554,0.000061849,0.000000000,0.000000000
0.446332133,0.000061849,0.000000000,0.000000000
0.447119712,0.000061849,0.000000000,0.000000000
0.447907291,0.000061849,0.000000000,0.000000000
0.448694869,0.000061849,0.000000000,0.000000000
0.449482448,0.000069425,0.000000000,0.000000000
0.450270027,0.000069425,0.000000000,0.000000000
0.451057606,0.000069425,0.000000000,0.000000000
0.451845185,0.000069425,0.000000000,0.000000000
0.452632763,0.000069425,0.000000000,0.000000000
0.453420342,0.000069425,0.000000000,0.000000000
0.454207921,0.000069425,0.000000000,0.000000000
0.454995500,0.000069425,0.000000000,0.000000000
0.455783078,0.000069425,0.000000000,0.000000000
0.456570657,0.000069425,0.000000000,0.000000000
0.457358236,0.000069425,0.000000000,0.000000000
0.458145815,0.000069425,0.000000000,0.000000000
0.458933393,0.000069425,0.000000000,0.000000000
0.459720972,0.000069425,0.000000000,0.000000000
0.460508551,0.000069425,0.000000000,0.000000000
0.461296130,0.000069425,0.000000000,0.000000000
0.462083708,0.000069425,0.000000000,0.000000000
0.462871287,0.000069425,0.000000000,0.000000000
0.463658866,0.000069425,0.000000000,0.000000000
0.464446445,0.000069425,0.000000000,0.000000000
0.465234023,0.000069425,0.000000000,0.000000000
0.466021602,0.000069425,0.000000000,0.000000000
0.466809181,0.000069425,0.000000000,0.000000000
0.467596760,0.000069425,0.000000000,0.000000000
0.468384338,0.000069425,0.000000000,0.000000000
0.469171917,0.000069425,0.000000000,0.000000000
0.469959496,0.000069425,0.000000000,0.000000000
0.470747075,0.000069425,0.000000000,0.000000000
0.471534653,0.000069425,0.000000000,0.000000000
0.472322232,0.000120351,0.000000000,0.000000000
0.473109811,0.000120351,0.000000000,0.000000000
0.473897390,0.000120351,0.000000000,0.000000000
0.474684968,0.000120351,0.000000000,0.000000000
0.475472547,0.000120351,0.000000000,0.000000000
0.476260126,0.000120351,0.000000000,0.000000000
0.477047705,0.000120351,0.000000000,0.000000000
0.477835284,0.000120351,0.000000000,0.000000000
0.478622862,0.000120351,0.000000000,0.000000000
0.479410441,0.000120351,0.000000000,0.000000000
0.480198020,0.000120351,0.000000000,0.000000000
0.480985599,0.000120351,0.000000000,0.000000000
0.481773177,0.000120351,0.000000000,0.000000000
0.482560756,0.000120351,0.000000000,0.000000000
0.483348335,0.000164871,0.000000000,0.000000000
0.484135914,0.000164871,0.000000000,0.000000000
0.484923492,0.000164871,0.000000000,0.000000000
0.485711071,0.000164871,0.000000000,0.000000000
0.486498650,0.000164871,0.000000000,0.000000000
0.487286229,0.000164871,0.000000000,0.000000000
0.488073807,0.000164871,0.000000000,0.000000000
0.488861386,0.000164871,0.000000000,0.000000000
0.489648965,0.000164871,0.000000000,0.000000000
0.490436544,0.000164871,0.000000000,0.000000000
0.491224122,0.000164871,0.000000000,0.000000000
0.492011701,0.000164871,0.000000000,0.000000000
0.492799280,0.000164871,0.000000000,0.000000000
0.493586859,0.000164871,0.000000000,0.000000000
0.494374437,0.000164871,0.000000000,0.000000000
0.495162016,0.000181131,0.000000000,0.000000000
0.495949595,0.000181131,0.000000000,0.000000000
0.496737174,0.000181131,0.000000000,0.000000000
0.497524752,0.000181131,0.000000000,0.000000000
0.498312331,0.000181131,0.000000000,0.000000000
0.499099910,0.000181131,0.000000000,0.000000000
0.499887489,0.000181131,0.000000000,0.000000000
0.500675068,0.000181131,0.000000000,0.000000000
0.501462646,0.000181131,0.000000000,0.000000000
0.502250225,0.000181131,0.000000000,0.000000000
0.503037804,0.000181131,0.000000000,0.000000000
0.503825383,0.000181131,0.000000000,0.000000000
0.504612961,0.000181131,0.000000000,0.000000000
0.505400540,0.000181131,0.000000000,0.000000000
0.506188119,0.000188223,0.000000000,0.000000000
0.506975698,0.000188223,0.000000000,0.000000000
0.507763276,0.000188223,0.000000000,0.000000000
0.508550855,0.000188223,0.000000000,0.000000000
0.509338434,0.000188223,0.000000000,0.000000000
0.510126013,0.000188223,0.000000000,0.000000000
0.510913591,0.000188223,0.000000000,0.000000000
0.511701170,0.000188223,0.000000000,0.000000000
0.512488749,0.000188223,0.000000000,0.000000000
0.513276328,0.000188223,0.000000000,0.000000000
0.514063906,0.000188223,0.000000000,0.000000000
0.514851485,0.000188223,0.000000000,0.000000000
0.515639064,0.000188223,0.000000000,0.000000000
0.516426643,0.000188223,0.000000000,0.000000000
0.517214221,0.000195216,0.000000000,0.000000000
0.518001800,0.000195216,0.000000000,0.000000000
0.518789379,0.000195216,0.000000000,0.000000000
0.519576958,0.000195216,0.000000000,0.000000000
0.520364536,0.000195216,0.000000000,0.000000000
0.521152115,0.000195216,0.000000000,0.000000000
0.521939694,0.000195216,0.000000000,0.000000000
0.522727273,0.000195216,0.000000000,0.000000000
0.523514851,0.000195216,0.000000000,0.000000000
0.524302430,0.000195216,0.000000000,0.000000000
0.525090009,0.000195216,0.000000000,0.000000000
0.525877588,0.000195216,0.000000000,0.000000000
0.526665167,0.000195216,0.000000000,0.000000000
0.527452745,0.000195216,0.000000000,0.000000000
0.528240324,0.000226065,0.000000000,0.000000000
0.529027903,0.000226065,0.000000000,0.000000000
0.529815482,0.000226065,0.000000000,0.000000000
0.530603060,0.000226065,0.000000000,0.000000000
0.531390639,0.000226065,0.000000000,0.000000000
0.532178218,0.000226065,0.000000000,0.000000000
0.532965797,0.000226065,0.000000000,0.000000000
0.533753375,0.000226065,0.000000000,0.000000000
0.534540954,0.000226065,0.000000000,0.000000000
0.535328533,0.000226065,0.000000000,0.000000000
0.536116112,0.000226065,0.000000000,0.000000000
0.536903690,0.000226065,0.000000000,0.000000000
0.537691269,0.000226065,0.000000000,0.000000000
0.538478848,0.000226065,0.000000000,0.000000000
0.539266427,0.000226065,0.000000000,0.000000000
0.540054005,0.000257725,0.000000000,0.000000000
0.540841584,0.000257725,0.000000000,0.000000000
0.541629163,0.000257725,0.000000000,0.000000000
0.542416742,0.000257725,0.000000000,0.000000000
0.543204320,0.000257725,0.000000000,0.000000000
0.543991899,0.000257725,0.000000000,0.000000000
0.544779478,0.000257725,0.000000000,0.000000000
0.545567057,0.000257725,0.000000000,0.000000000
0.546354635,0.000257725,0.000000000,0.000000000
0.547142214,0.000257725,0.000000000,0.000000000
0.547929793,0.000257725,0.000000000,0.000000000
0.548717372,0.000257725,0.000000000,0.000000000
0.549504950,0.000257725,0.000000000,0.000000000
0.550292529,0.000257725,0.000000000,0.000000000
0.551080108,0.000275269,0.000000000,0.000000000
0.551867687,0.000275269,0.000000000,0.000000000
0.552655266,0.000275269,0.000000000,0.000000000
0.553442844,0.000275269,0.000000000,0.000000000
0.554230423,0.000275269,0.000000000,0.000000000
0.555018002,0.000275269,0.000000000,0.000000000
0.555805581,0.000275269,0.000000000,0.000000000
0.556593159,0.000275269,0.000000000,0.000000000
0.557380738,0.000275269,0.000000000,0.000000000
0.558168317,0.000275269,0.000000000,0.000000000
0.558955896,0.000275269,0.000000000,0.000000000
0.559743474,0.000275269,0.000000000,0.000000000
0.560531053,0.000275269,0.000000000,0.000000000
0.561318632,0.000275269,0.000000000,0.000000000
0.562106211,0.000283816,0.000000000,0.000000000
0.562893789,0.000283816,0.000000000,0.000000000
0.563681368,0.000283816,0.000000000,0.000000000
0.564468947,0.000283816,0.000000000,0.000000000
0.565256526,0.000283816,0.000000000,0.000000000
0.566044104,0.000283816,0.000000000,0.000000000
0.566831683,0.000283816,0.000000000,0.000000000
0.567619262,0.000283816,0.000000000,0.000000000
0.568406841,0.000283816,0.000000000,0.000000000
0.569194419,0.000283816,0.000000000,0.000000000
0.569981998,0.000283816,0.000000000,0.000000000
0.570769577,0.000283816,0.000000000,0.000000000
0.571557156,0.000283816,0.000000000,0.000000000
0.572344734,0.000283816,0.000000000,0.000000000
0.573132313,0.000322824,0.000000000,0.006369427
0.573919892,0.000322824,0.000000000,0.006369427
0.574707471,0.000322824,0.000000000,0.006369427
0.575495050,0.000322824,0.000000000,0.006369427
0.576282628,0.000322824,0.000000000,0.006369427
0.577070207,0.000322824,0.000000000,0.006369427
0.577857786,0.000322824,0.000000000,0.006369427
0.578645365,0.000322824,0.000000000,0.006369427
0.579432943,0.000322824,0.000000000,0.006369427
0.580220522,0.000322824,0.000000000,0.006369427
0.581008101,0.000322824,0.000000000,0.006369427
